x,y
5.505996,4.202020
5.496953,4.197856
5.487917,4.193677
5.478889,4.189483
5.469867,4.185274
5.460853,4.181050
5.451846,4.176812
5.442845,4.172560
5.433852,4.168295
5.424864,4.164016
5.415883,4.159723
5.406908,4.155419
5.397939,4.151101
5.388976,4.146772
5.380018,4.142430
5.371066,4.138078
5.362119,4.133714
5.353177,4.129339
5.344241,4.124954
5.335309,4.120558
5.326381,4.116153
5.317459,4.111738
5.308540,4.107314
5.299626,4.102881
5.290716,4.098439
5.281809,4.093989
5.272907,4.089531
5.264007,4.085066
5.255112,4.080593
5.246219,4.076113
5.237329,4.071627
5.228442,4.067134
5.219558,4.062635
5.210677,4.058131
5.201798,4.053621
5.192921,4.049106
5.184046,4.044586
5.175173,4.040062
5.166301,4.035533
5.157432,4.031001
5.148563,4.026466
5.139696,4.021927
5.130830,4.017385
5.121965,4.012841
5.113100,4.008295
5.104237,4.003747
5.095373,3.999197
5.086510,3.994647
5.077647,3.990095
5.068784,3.985542
5.059920,3.980990
5.051057,3.976437
5.042192,3.971885
5.033327,3.967334
5.024461,3.962783
5.015594,3.958234
5.006726,3.953687
4.997856,3.949141
4.988985,3.944598
4.980112,3.940058
4.971238,3.935520
4.962361,3.930985
4.953483,3.926453
4.944603,3.921925
4.935721,3.917399
4.926838,3.912876
4.917953,3.908356
4.909066,3.903839
4.900178,3.899325
4.891288,3.894815
4.882396,3.890307
4.873504,3.885802
4.864609,3.881300
4.855714,3.876801
4.846817,3.872305
4.837918,3.867813
4.829019,3.863323
4.820118,3.858836
4.811216,3.854352
4.802313,3.849872
4.793408,3.845394
4.784503,3.840920
4.775596,3.836448
4.766689,3.831980
4.757780,3.827515
4.748871,3.823053
4.739960,3.818593
4.731049,3.814137
4.722137,3.809685
4.713224,3.805235
4.704310,3.800788
4.695396,3.796344
4.686481,3.791904
4.677565,3.787467
4.668648,3.783033
4.659731,3.778601
4.650814,3.774174
4.641896,3.769749
4.632977,3.765327
4.624058,3.760909
4.615139,3.756494
4.606219,3.752081
4.597299,3.747672
4.588379,3.743267
4.579458,3.738864
4.570537,3.734465
4.561616,3.730069
4.552695,3.725676
4.543774,3.721286
4.534852,3.716899
4.525931,3.712516
4.517009,3.708136
4.508088,3.703759
4.499167,3.699386
4.490246,3.695015
4.481325,3.690648
4.472404,3.686284
4.463484,3.681918
4.454565,3.677547
4.445648,3.673164
4.436734,3.668765
4.427823,3.664344
4.418915,3.659897
4.410012,3.655418
4.401115,3.650903
4.392222,3.646346
4.383336,3.641742
4.374457,3.637087
4.365592,3.632373
4.356749,3.627593
4.347939,3.622742
4.339171,3.617810
4.330455,3.612792
4.321801,3.607681
4.313218,3.602468
4.304716,3.597147
4.296305,3.591712
4.287994,3.586154
4.279794,3.580466
4.271714,3.574643
4.263763,3.568676
4.255951,3.562558
4.248289,3.556282
4.240785,3.549842
4.233450,3.543230
4.226293,3.536439
4.219312,3.529471
4.212498,3.522337
4.205841,3.515047
4.199329,3.507612
4.192952,3.500043
4.186700,3.492349
4.180562,3.484542
4.174527,3.476632
4.168585,3.468629
4.162725,3.460545
4.156937,3.452390
4.151211,3.444174
4.145535,3.435908
4.139899,3.427602
4.134293,3.419268
4.128706,3.410915
4.123127,3.402555
4.117547,3.394197
4.111953,3.385853
4.106337,3.377533
4.100687,3.369247
4.094992,3.361006
4.089243,3.352822
4.083428,3.344703
4.077537,3.336661
4.071569,3.328698
4.065532,3.320804
4.059434,3.312972
4.053286,3.305190
4.047095,3.297451
4.040871,3.289744
4.034623,3.282061
4.028361,3.274393
4.022093,3.266729
4.015828,3.259061
4.009575,3.251379
4.003344,3.243675
3.997144,3.235939
3.990983,3.228161
3.984870,3.220333
3.978816,3.212445
3.972828,3.204487
3.966916,3.196452
3.961089,3.188328
3.955355,3.180108
3.949725,3.171781
3.944208,3.163339
3.938811,3.154772
3.933544,3.146071
3.928417,3.137227
3.923441,3.128238
3.918633,3.119113
3.914008,3.109862
3.909583,3.100498
3.905375,3.091029
3.901400,3.081468
3.897675,3.071823
3.894216,3.062107
3.891039,3.052330
3.888162,3.042502
3.885600,3.032635
3.883371,3.022738
3.881490,3.012822
3.879975,3.002899
3.878841,2.992978
3.878105,2.983070
3.877783,2.973186
3.877893,2.963337
3.878451,2.953534
3.879472,2.943786
3.880972,2.934104
3.882926,2.924487
3.885284,2.914930
3.887995,2.905423
3.891007,2.895959
3.894269,2.886532
3.897728,2.877132
3.901334,2.867753
3.905035,2.858387
3.908779,2.849026
3.912515,2.839663
3.916191,2.830290
3.919757,2.820899
3.923159,2.811484
3.926347,2.802036
3.929269,2.792548
3.931879,2.783013
3.934168,2.773430
3.936153,2.763800
3.937848,2.754126
3.939269,2.744410
3.940431,2.734655
3.941349,2.724861
3.942038,2.715032
3.942514,2.705169
3.942792,2.695275
3.942887,2.685351
3.942814,2.675399
3.942588,2.665422
3.942225,2.655423
3.941740,2.645401
3.941148,2.635361
3.940464,2.625304
3.939704,2.615232
3.938883,2.605147
3.938016,2.595052
3.937118,2.584947
3.936204,2.574837
3.935290,2.564721
3.934391,2.554604
3.933522,2.544486
3.932698,2.534370
3.931935,2.524258
3.931247,2.514151
3.930651,2.504053
3.930160,2.493965
3.929791,2.483889
3.929541,2.473826
3.929400,2.463775
3.929356,2.453737
3.929398,2.443709
3.929514,2.433693
3.929692,2.423687
3.929922,2.413692
3.930190,2.403707
3.930487,2.393730
3.930800,2.383763
3.931117,2.373804
3.931427,2.363854
3.931719,2.353911
3.931981,2.343975
3.932201,2.334046
3.932368,2.324124
3.932469,2.314207
3.932495,2.304297
3.932432,2.294391
3.932270,2.284490
3.931997,2.274593
3.931601,2.264700
3.931071,2.254810
3.930395,2.244923
3.929561,2.235039
3.928566,2.225159
3.927410,2.215285
3.926094,2.205421
3.924620,2.195569
3.922989,2.185731
3.921204,2.175911
3.919265,2.166112
3.917174,2.156336
3.914933,2.146586
3.912543,2.136865
3.910005,2.127175
3.907321,2.117520
3.904493,2.107902
3.901522,2.098323
3.898409,2.088788
3.895156,2.079298
3.891765,2.069856
3.888237,2.060465
3.884573,2.051129
3.880775,2.041848
3.876845,2.032627
3.872784,2.023467
3.868594,2.014367
3.864277,2.005327
3.859835,1.996349
3.855269,1.987432
3.850581,1.978577
3.845774,1.969784
3.840848,1.961053
3.835806,1.952385
3.830650,1.943780
3.825381,1.935238
3.820002,1.926760
3.814513,1.918346
3.808917,1.909995
3.803216,1.901710
3.797412,1.893489
3.791505,1.885333
3.785499,1.877242
3.779395,1.869217
3.773194,1.861258
3.766899,1.853366
3.760511,1.845540
3.754032,1.837780
3.747464,1.830089
3.740810,1.822464
3.734069,1.814907
3.727245,1.807419
3.720340,1.799999
3.713354,1.792647
3.706290,1.785365
3.699150,1.778152
3.691935,1.771008
3.684648,1.763935
3.677290,1.756931
3.669863,1.749999
3.662368,1.743137
3.654808,1.736346
3.647184,1.729627
3.639499,1.722979
3.631753,1.716403
3.623950,1.709900
3.616090,1.703469
3.608175,1.697112
3.600208,1.690827
3.592190,1.684617
3.584122,1.678480
3.576008,1.672417
3.567847,1.666429
3.559644,1.660515
3.551398,1.654677
3.543112,1.648913
3.534788,1.643226
3.526428,1.637615
3.518032,1.632079
3.509601,1.626619
3.501136,1.621233
3.492636,1.615921
3.484102,1.610682
3.475534,1.605515
3.466933,1.600420
3.458298,1.595396
3.449630,1.590443
3.440929,1.585559
3.432196,1.580744
3.423431,1.575998
3.414633,1.571319
3.405804,1.566707
3.396944,1.562161
3.388052,1.557681
3.379129,1.553265
3.370176,1.548914
3.361193,1.544626
3.352179,1.540401
3.343136,1.536238
3.334063,1.532137
3.324961,1.528096
3.315830,1.524115
3.306670,1.520194
3.297482,1.516331
3.288266,1.512526
3.279022,1.508779
3.269750,1.505088
3.260451,1.501453
3.251125,1.497873
3.241773,1.494347
3.232393,1.490876
3.222988,1.487457
3.213557,1.484092
3.204101,1.480780
3.194622,1.477521
3.185119,1.474316
3.175594,1.471164
3.166047,1.468066
3.156479,1.465022
3.146891,1.462031
3.137285,1.459095
3.127659,1.456213
3.118016,1.453385
3.108357,1.450612
3.098681,1.447893
3.088990,1.445229
3.079284,1.442620
3.069565,1.440066
3.059833,1.437566
3.050089,1.435123
3.040334,1.432734
3.030568,1.430401
3.020792,1.428123
3.011008,1.425901
3.001215,1.423735
2.991415,1.421625
2.981609,1.419571
2.971796,1.417574
2.961979,1.415632
2.952158,1.413748
2.942333,1.411919
2.932506,1.410148
2.922677,1.408433
2.912847,1.406775
2.903016,1.405175
2.893187,1.403632
2.883358,1.402146
2.873532,1.400717
2.863709,1.399346
2.853890,1.398033
2.844075,1.396778
2.834265,1.395581
2.824462,1.394442
2.814666,1.393361
2.804877,1.392338
2.795097,1.391374
2.785326,1.390469
2.775565,1.389623
2.765814,1.388834
2.756072,1.388102
2.746338,1.387425
2.736611,1.386802
2.726889,1.386231
2.717172,1.385711
2.707458,1.385240
2.697747,1.384816
2.688037,1.384439
2.678327,1.384106
2.668616,1.383816
2.658903,1.383567
2.649186,1.383359
2.639466,1.383189
2.629740,1.383057
2.620008,1.382960
2.610268,1.382897
2.600519,1.382866
2.590761,1.382867
2.580991,1.382897
2.571210,1.382955
2.561416,1.383039
2.551607,1.383149
2.541783,1.383282
2.531943,1.383437
2.522086,1.383612
2.512209,1.383807
2.502313,1.384019
2.492397,1.384247
2.482458,1.384489
2.472497,1.384744
2.462511,1.385011
2.452500,1.385288
2.442463,1.385573
2.432398,1.385865
2.422305,1.386162
2.412183,1.386464
2.402029,1.386767
2.391844,1.387072
2.381626,1.387376
2.371375,1.387678
2.361087,1.387976
2.350764,1.388269
2.340404,1.388556
2.330005,1.388834
2.319566,1.389103
2.309087,1.389361
2.298567,1.389605
2.288003,1.389836
2.277396,1.390051
2.266745,1.390248
2.256055,1.390423
2.245330,1.390571
2.234573,1.390689
2.223789,1.390771
2.212983,1.390814
2.202158,1.390814
2.191319,1.390765
2.180470,1.390664
2.169615,1.390507
2.158758,1.390288
2.147904,1.390005
2.137056,1.389652
2.126219,1.389225
2.115397,1.388720
2.104594,1.388133
2.093815,1.387459
2.083063,1.386694
2.072343,1.385833
2.061660,1.384873
2.051016,1.383809
2.040417,1.382637
2.029866,1.381353
2.019368,1.379951
2.008928,1.378429
1.998548,1.376781
1.988234,1.375003
1.977989,1.373092
1.967818,1.371042
1.957725,1.368849
1.947714,1.366510
1.937790,1.364019
1.927956,1.361373
1.918217,1.358566
1.908577,1.355596
1.899039,1.352458
1.889610,1.349146
1.880292,1.345658
1.871089,1.341988
1.862006,1.338132
1.853048,1.334087
1.844218,1.329848
1.835520,1.325409
1.826959,1.320768
1.818539,1.315920
1.810264,1.310861
1.802138,1.305585
1.794166,1.300090
1.786352,1.294370
1.778699,1.288422
1.771212,1.282240
1.763896,1.275822
1.756754,1.269161
1.749791,1.262255
1.743011,1.255099
1.736417,1.247688
1.730015,1.240019
1.723814,1.232090
1.717844,1.223915
1.712140,1.215513
1.706740,1.206901
1.701679,1.198096
1.696993,1.189116
1.692717,1.179979
1.688888,1.170702
1.685542,1.161304
1.682714,1.151801
1.680440,1.142212
1.678748,1.132552
1.677602,1.122828
1.676932,1.113040
1.676670,1.103189
1.676747,1.093275
1.677094,1.083298
1.677643,1.073261
1.678324,1.063162
1.679069,1.053003
1.679809,1.042784
1.680481,1.032506
1.681071,1.022176
1.681596,1.011802
1.682069,1.001392
1.682506,0.990955
1.682923,0.980500
1.683334,0.970036
1.683755,0.959570
1.684200,0.949113
1.684685,0.938672
1.685225,0.928255
1.685836,0.917873
1.686532,0.907533
1.687328,0.897243
1.688240,0.887014
1.689283,0.876852
1.690471,0.866768
1.691821,0.856769
1.693348,0.846864
1.695065,0.837062
1.696990,0.827371
1.699136,0.817801
1.701519,0.808359
1.704154,0.799055
1.707056,0.789896
1.710241,0.780893
1.713723,0.772053
1.717519,0.763384
1.721642,0.754897
1.726108,0.746598
1.730932,0.738498
1.736121,0.730600
1.741662,0.722901
1.747540,0.715397
1.753740,0.708082
1.760245,0.700952
1.767040,0.694001
1.774111,0.687226
1.781441,0.680620
1.789015,0.674179
1.796817,0.667899
1.804833,0.661775
1.813046,0.655801
1.821442,0.649972
1.830004,0.644285
1.838717,0.638734
1.847567,0.633313
1.856536,0.628020
1.865611,0.622847
1.874775,0.617791
1.884014,0.612848
1.893311,0.608011
1.902651,0.603276
1.912018,0.598638
1.921398,0.594092
1.930775,0.589635
1.940136,0.585260
1.949481,0.580964
1.958811,0.576745
1.968126,0.572599
1.977427,0.568522
1.986716,0.564512
1.995992,0.560566
2.005258,0.556678
2.014513,0.552848
2.023759,0.549071
2.032997,0.545344
2.042227,0.541664
2.051451,0.538027
2.060670,0.534431
2.069883,0.530871
2.079093,0.527345
2.088300,0.523850
2.097505,0.520382
2.106709,0.516938
2.115912,0.513514
2.125116,0.510108
2.134322,0.506715
2.143531,0.503334
2.152742,0.499960
2.161958,0.496591
2.171180,0.493222
2.180407,0.489851
2.189641,0.486476
2.198882,0.483095
2.208130,0.479710
2.217385,0.476322
2.226647,0.472931
2.235916,0.469537
2.245192,0.466142
2.254475,0.462745
2.263764,0.459347
2.273061,0.455950
2.282364,0.452553
2.291675,0.449157
2.300992,0.445762
2.310316,0.442370
2.319647,0.438981
2.328985,0.435595
2.338329,0.432214
2.347681,0.428837
2.357039,0.425465
2.366405,0.422099
2.375777,0.418739
2.385156,0.415386
2.394541,0.412041
2.403934,0.408704
2.413333,0.405376
2.422739,0.402057
2.432152,0.398748
2.441572,0.395449
2.450998,0.392162
2.460432,0.388886
2.469872,0.385622
2.479319,0.382372
2.488772,0.379134
2.498233,0.375911
2.507700,0.372703
2.517174,0.369509
2.526654,0.366332
2.536142,0.363170
2.545636,0.360026
2.555137,0.356899
2.564644,0.353791
2.574158,0.350701
2.583679,0.347631
2.593207,0.344580
2.602741,0.341550
2.612282,0.338541
2.621830,0.335554
2.631384,0.332589
2.640945,0.329646
2.650513,0.326727
2.660087,0.323833
2.669668,0.320963
2.679256,0.318118
2.688850,0.315298
2.698451,0.312506
2.708059,0.309740
2.717673,0.307001
2.727293,0.304291
2.736921,0.301610
2.746555,0.298958
2.756195,0.296336
2.765842,0.293744
2.775496,0.291183
2.785156,0.288654
2.794823,0.286157
2.804496,0.283691
2.814176,0.281255
2.823861,0.278849
2.833552,0.276473
2.843249,0.274125
2.852952,0.271806
2.862660,0.269515
2.872374,0.267251
2.882092,0.265014
2.891816,0.262803
2.901545,0.260617
2.911278,0.258456
2.921016,0.256320
2.930759,0.254208
2.940505,0.252119
2.950256,0.250054
2.960011,0.248010
2.969770,0.245988
2.979533,0.243987
2.989299,0.242007
2.999069,0.240047
3.008842,0.238107
3.018618,0.236185
3.028397,0.234282
3.038179,0.232397
3.047964,0.230529
3.057751,0.228678
3.067541,0.226843
3.077333,0.225024
3.087127,0.223220
3.096923,0.221430
3.106721,0.219655
3.116520,0.217893
3.126322,0.216144
3.136124,0.214407
3.145928,0.212682
3.155733,0.210969
3.165539,0.209266
3.175346,0.207573
3.185154,0.205890
3.194962,0.204216
3.204771,0.202551
3.214579,0.200893
3.224388,0.199243
3.234197,0.197600
3.244006,0.195963
3.253814,0.194331
3.263622,0.192705
3.273429,0.191084
3.283236,0.189467
3.293041,0.187854
3.302847,0.186246
3.312652,0.184645
3.322457,0.183052
3.332262,0.181467
3.342068,0.179893
3.351874,0.178329
3.361682,0.176779
3.371491,0.175242
3.381302,0.173720
3.391114,0.172214
3.400929,0.170725
3.410746,0.169254
3.420566,0.167804
3.430388,0.166374
3.440214,0.164966
3.450043,0.163581
3.459876,0.162221
3.469713,0.160886
3.479554,0.159578
3.489399,0.158298
3.499250,0.157048
3.509105,0.155827
3.518966,0.154639
3.528832,0.153483
3.538704,0.152360
3.548582,0.151273
3.558466,0.150223
3.568357,0.149210
3.578255,0.148235
3.588160,0.147301
3.598072,0.146408
3.607992,0.145556
3.617920,0.144749
3.627856,0.143986
3.637800,0.143269
3.647754,0.142599
3.657716,0.141977
3.667687,0.141405
3.677668,0.140883
3.687658,0.140413
3.697659,0.139997
3.707670,0.139634
3.717691,0.139327
3.727724,0.139076
3.737767,0.138884
3.747822,0.138750
3.757888,0.138676
3.767966,0.138664
3.778056,0.138714
3.788159,0.138828
3.798274,0.139007
3.808402,0.139253
3.818543,0.139565
3.828698,0.139946
3.838866,0.140397
3.849046,0.140919
3.859236,0.141513
3.869433,0.142181
3.879636,0.142924
3.889842,0.143743
3.900049,0.144639
3.910255,0.145615
3.920458,0.146671
3.930655,0.147809
3.940845,0.149029
3.951025,0.150334
3.961194,0.151724
3.971348,0.153202
3.981487,0.154767
3.991607,0.156422
4.001707,0.158168
4.011784,0.160006
4.021837,0.161937
4.031862,0.163964
4.041859,0.166086
4.051824,0.168306
4.061757,0.170625
4.071653,0.173044
4.081513,0.175564
4.091332,0.178187
4.101110,0.180914
4.110843,0.183747
4.120530,0.186686
4.130169,0.189733
4.139758,0.192890
4.149293,0.196157
4.158774,0.199537
4.168198,0.203029
4.177563,0.206637
4.186867,0.210360
4.196107,0.214200
4.205281,0.218160
4.214388,0.222239
4.223425,0.226439
4.232390,0.230762
4.241281,0.235209
4.250096,0.239781
4.258832,0.244480
4.267488,0.249307
4.276060,0.254262
4.284548,0.259349
4.292949,0.264567
4.301260,0.269918
4.309481,0.275404
4.317607,0.281025
4.325638,0.286784
4.333572,0.292681
4.341407,0.298715
4.349146,0.304882
4.356793,0.311176
4.364347,0.317594
4.371813,0.324131
4.379191,0.330782
4.386485,0.337544
4.393697,0.344410
4.400828,0.351377
4.407881,0.358440
4.414858,0.365594
4.421762,0.372836
4.428594,0.380160
4.435357,0.387562
4.442053,0.395037
4.448684,0.402581
4.455253,0.410189
4.461761,0.417857
4.468211,0.425580
4.474605,0.433354
4.480946,0.441173
4.487235,0.449034
4.493478,0.456933
4.499678,0.464864
4.505839,0.472824
4.511967,0.480808
4.518064,0.488812
4.524136,0.496832
4.530186,0.504864
4.536219,0.512903
4.542239,0.520946
4.548250,0.528986
4.554257,0.537022
4.560264,0.545048
4.566275,0.553059
4.572294,0.561053
4.578325,0.569023
4.584373,0.576967
4.590443,0.584880
4.596537,0.592757
4.602661,0.600595
4.608819,0.608389
4.615015,0.616134
4.621253,0.623828
4.627538,0.631464
4.633874,0.639039
4.640264,0.646549
4.646714,0.653990
4.653227,0.661357
4.659808,0.668645
4.666461,0.675852
4.673190,0.682971
4.680000,0.690000
